year,country,continent,gdpPercap,lifeExp,pop
1861,New Zealand,east_asia_pacific,3800,34,167000
1861,Nicaragua,america_north,1510,25.4,378000
1861,Niger,africa_sub_saharan,545,30.8,1550000
1861,Nigeria,africa_sub_saharan,1060,30.4,14400000
1861,North Korea,east_asia_pacific,544,26,4550000
1861,Norway,europe_west,1980,45.8,1600000
1861,Oman,asia_west,1090,32.3,357000
1861,Pakistan,asia_west,1030,25.8,15600000
1861,Palestine,asia_west,1230,32.1,183000
1861,Panama,america_north,1350,32.9,157000
1861,Papua New Guinea,east_asia_pacific,630,31.5,974000
1861,Paraguay,america_south,1400,35.5,369000
1861,Peru,america_south,1340,35.7,2330000
1861,Philippines,east_asia_pacific,1020,30.9,3810000
1861,Poland,europe_west,1530,35.9,15000000
1861,Portugal,europe_west,1630,35.6,4060000
1861,Qatar,asia_west,1380,30.8,14000
1861,Romania,europe_east,1430,35.7,8630000
1861,Russia,europe_east,1910,29.6,45400000
1861,Rwanda,africa_sub_saharan,466,31.8,1210000
1861,Samoa,east_asia_pacific,1610,25.4,43500
1861,Sao Tome and Principe,africa_sub_saharan,952,31,30900
1861,Saudi Arabia,asia_west,902,32.1,2290000
1861,Senegal,africa_sub_saharan,608,25.2,1340000
1861,Serbia,europe_east,1820,35.5,3080000
1861,Seychelles,africa_sub_saharan,1010,37,14400
1861,Sierra Leone,africa_sub_saharan,897,25.1,1060000
1861,Singapore,east_asia_pacific,1120,34,70600
1861,Slovak Republic,europe_east,1910,36.4,2480000
1861,Slovenia,europe_east,1880,36.6,675000
1861,Solomon Islands,east_asia_pacific,421,25.1,66800
1861,Somalia,africa_sub_saharan,735,29.4,1290000
1861,South Africa,africa_sub_saharan,1530,33.5,2330000
1861,South Korea,east_asia_pacific,541,25.8,9660000
1861,South Sudan,africa_sub_saharan,620,26.7,1340000
1861,Spain,europe_west,1900,29.5,15700000
1861,Sri Lanka,asia_west,1170,32.6,2520000
1861,St. Lucia,america_north,1000,28,27500
1861,St. Vincent and the Grenadines,america_north,1110,26,32500
1861,Sudan,africa_sub_saharan,634,31.4,4740000
1861,Suriname,america_south,2160,32.9,110000
1861,Swaziland,africa_sub_saharan,598,32.3,86300
1861,Sweden,europe_west,1950,47.1,3840000
1861,Switzerland,europe_west,4650,38,2530000
1861,Syria,asia_west,1140,31.1,1530000
1861,Tajikistan,asia_west,707,24.2,679000
1861,Tanzania,africa_sub_saharan,629,32.2,3490000
1861,Thailand,east_asia_pacific,990,30.4,5550000
1861,Timor-Leste,east_asia_pacific,588,28.9,216000
1861,Togo,africa_sub_saharan,834,31.3,640000
1861,Tonga,east_asia_pacific,764,28.2,18800
1861,Trinidad and Tobago,america_north,1540,38.8,103000
1861,Tunisia,africa_north,873,28.8,1120000
1861,Turkey,europe_east,1520,35,11500000
1861,Turkmenistan,asia_west,1260,24,536000
1861,Uganda,africa_sub_saharan,567,25.3,2410000
1861,Ukraine,europe_east,1020,36.6,16400000
1861,United Arab Emirates,asia_west,1250,30.7,40200
1861,United Kingdom,europe_west,5200,42.4,25000000
1861,United States,america_north,3640,38,32800000
1861,Uruguay,america_south,4610,32.9,233000
1861,Uzbekistan,asia_west,571,26.9,2790000
1861,Vanuatu,east_asia_pacific,675,24.3,32900
1861,Venezuela,america_south,820,32.2,1520000
1861,Vietnam,east_asia_pacific,839,32,9480000
1861,Yemen,asia_west,1040,23.4,2800000
1861,Zambia,africa_sub_saharan,769,32.6,746000
1861,Zimbabwe,africa_sub_saharan,935,33.7,1450000
1862,Afghanistan,asia_west,697,27.6,4010000
1862,Albania,europe_east,736,35.4,564000
1862,Algeria,africa_north,1160,28.8,3590000
1862,Angola,africa_sub_saharan,811,27,2160000
1862,Antigua and Barbuda,america_north,1010,33.5,36300
1862,Argentina,america_south,2740,33.2,1490000
1862,Armenia,europe_east,606,34,607000
1862,Australia,east_asia_pacific,4540,34,1360000
1862,Austria,europe_west,3250,34.4,4290000
1862,Azerbaijan,europe_east,982,29.2,1300000
1862,Bahamas,america_north,1920,35.2,34700
1862,Bahrain,asia_west,1760,30.3,64500
1862,Bangladesh,asia_west,880,25.5,23900000
1862,Barbados,america_north,1220,32.1,152000
1862,Belarus,europe_east,784,36.2,3470000
1862,Belgium,europe_west,4350,43.1,4820000
1862,Belize,america_north,770,26.5,25700
1862,Benin,africa_sub_saharan,733,31,960000
1862,Bhutan,asia_west,686,28.8,111000
1862,Bolivia,america_south,1270,33,1470000
1862,Bosnia and Herzegovina,europe_east,787,35.1,1230000
1862,Botswana,africa_sub_saharan,488,33.6,121000
1862,Brazil,america_south,1280,32,8730000
1862,Brunei,east_asia_pacific,1750,29.2,5080
1862,Bulgaria,europe_east,1340,38.5,2560000
1862,Burkina Faso,africa_sub_saharan,504,29.2,2260000
1862,Burundi,africa_sub_saharan,443,31.5,1230000
1862,Cambodia,east_asia_pacific,964,35,2310000
1862,Cameroon,africa_sub_saharan,769,28.8,2090000
1862,Canada,america_north,2480,41.7,3360000
1862,Cape Verde,africa_sub_saharan,635,33.8,81200
1862,Central African Republic,africa_sub_saharan,521,30,587000
1862,Chad,africa_sub_saharan,514,30.9,1440000
1862,Chile,america_south,1600,32,1730000
1862,China,east_asia_pacific,1070,30.3,376000000
1862,Colombia,america_south,1080,32,2270000
1862,Comoros,africa_sub_saharan,741,32.1,78600
1862,"Congo, Dem. Rep.",africa_sub_saharan,626,31.6,6810000
1862,"Congo, Rep.",africa_sub_saharan,685,32.7,428000
1862,Costa Rica,america_north,1240,30.2,119000
1862,Cote d'Ivoire,africa_sub_saharan,1040,31.2,1450000
1862,Croatia,europe_east,1810,36.1,1780000
1862,Cuba,america_north,1770,35.5,1340000
1862,Cyprus,europe_west,1410,38.5,186000
1862,Czech Republic,europe_east,2570,35,6440000
1862,Denmark,europe_west,3100,47.6,1730000
1862,Djibouti,africa_north,915,29.9,31500
1862,Dominican Republic,america_north,840,29.9,201000
1862,Ecuador,america_south,694,32.9,939000
1862,Egypt,africa_north,962,33,6460000
1862,El Salvador,america_north,1390,28.7,439000
1862,Equatorial Guinea,africa_sub_saharan,386,29.8,92500
1862,Eritrea,africa_sub_saharan,594,30.2,358000
1862,Estonia,europe_east,1260,35.8,492000
1862,Ethiopia,africa_sub_saharan,532,29.7,5330000
1862,Fiji,east_asia_pacific,908,26.1,133000
1862,Finland,europe_east,1490,34.1,1750000
1862,France,europe_west,3250,42.7,37600000
1862,Gabon,africa_sub_saharan,394,30.6,226000
1862,Gambia,africa_sub_saharan,844,28.8,141000
1862,Georgia,europe_east,665,31.9,1580000
1862,Germany,europe_west,2520,38.4,37000000
1862,Ghana,africa_sub_saharan,731,28,1650000
1862,Greece,europe_west,1900,36.6,3400000
1862,Grenada,america_north,1150,37.3,34100
1862,Guatemala,america_north,1210,25.8,985000
1862,Guinea,africa_sub_saharan,492,30.1,1430000
1862,Guinea-Bissau,africa_sub_saharan,806,32,290000
1862,Guyana,america_south,1620,31.1,221000
1862,Haiti,america_north,974,29,1060000
1862,Honduras,america_north,1160,33.9,386000
1862,Hungary,europe_east,1740,36,5600000
1862,Iceland,europe_west,1470,27,80700
1862,India,asia_west,1060,25.4,207000000
1862,Indonesia,east_asia_pacific,1060,30,24800000
1862,Iran,asia_west,1060,25.6,8060000
1862,Iraq,asia_west,1150,31.2,1490000
1862,Ireland,europe_west,2640,39.1,4080000
1862,Israel,asia_west,888,32,233000
1862,Italy,europe_west,2460,29.7,26500000
1862,Jamaica,america_north,907,34.2,457000
1862,Japan,east_asia_pacific,1180,36.4,33500000
1862,Jordan,asia_west,1160,31.7,259000
1862,Kazakhstan,asia_west,1530,26.2,3000000
1862,Kenya,africa_sub_saharan,1040,25.5,2590000
1862,Kiribati,east_asia_pacific,582,24.9,21100
1862,Kuwait,asia_west,1380,26,81100
1862,Kyrgyz Republic,asia_west,737,23.9,780000
1862,Lao,east_asia_pacific,958,31.9,701000
1862,Latvia,europe_east,1010,33.7,868000
1862,Lebanon,asia_west,1460,29.7,444000
1862,Lesotho,africa_sub_saharan,407,32.8,379000
1862,Liberia,africa_sub_saharan,895,31.1,445000
1862,Libya,africa_north,1760,33.1,675000
1862,Lithuania,europe_east,1710,28.9,1150000
1862,Luxembourg,europe_west,2390,36.9,167000
1862,"Macedonia, FYR",europe_east,927,36.1,569000
1862,Madagascar,africa_sub_saharan,704,30.5,2240000
1862,Malawi,africa_sub_saharan,353,30.3,743000
1862,Malaysia,east_asia_pacific,1090,30.6,685000
1862,Maldives,asia_west,841,32.6,53500
1862,Mali,africa_sub_saharan,613,26.4,2070000
1862,Malta,europe_west,1150,28.7,176000
1862,Mauritania,africa_sub_saharan,648,32,456000
1862,Mauritius,africa_sub_saharan,1160,22.7,293000
1862,Mexico,america_north,1260,26.9,8600000
1862,"Micronesia, Fed. Sts.",east_asia_pacific,538,26.7,20300
1862,Moldova,europe_east,782,33.1,1050000
1862,Mongolia,east_asia_pacific,637,31.8,659000
1862,Montenegro,europe_east,1420,35.4,183000
1862,Morocco,africa_north,771,33.1,3580000
1862,Mozambique,africa_sub_saharan,405,30.3,2990000
1862,Myanmar,east_asia_pacific,847,30.8,4130000
1862,Namibia,africa_sub_saharan,1010,32.4,230000
1862,Nepal,asia_west,660,32.8,4580000
1862,Netherlands,europe_west,4670,38.3,3390000
1862,New Zealand,east_asia_pacific,3930,34,178000
1862,Nicaragua,america_north,1520,25.4,381000
1862,Niger,africa_sub_saharan,548,30.8,1560000
1862,Nigeria,africa_sub_saharan,1070,30.4,14500000
1862,North Korea,east_asia_pacific,543,26,4560000
1862,Norway,europe_west,2150,44.7,1610000
1862,Oman,asia_west,1090,32.3,358000
1862,Pakistan,asia_west,1030,25.8,15700000
1862,Palestine,asia_west,1230,32.1,185000
1862,Panama,america_north,1360,32.9,159000
1862,Papua New Guinea,east_asia_pacific,632,31.5,980000
1862,Paraguay,america_south,1420,35.5,371000
1862,Peru,america_south,1350,35.7,2360000
1862,Philippines,east_asia_pacific,1030,30.9,3870000
1862,Poland,europe_west,1540,35.9,15200000
1862,Portugal,europe_west,1630,35.6,4090000
1862,Qatar,asia_west,1380,30.8,14000
1862,Romania,europe_east,1450,35.7,8690000
1862,Russia,europe_east,1920,29.6,45800000
1862,Rwanda,africa_sub_saharan,466,31.8,1210000
1862,Samoa,east_asia_pacific,1620,25.4,43200
1862,Sao Tome and Principe,africa_sub_saharan,954,31,31200
1862,Saudi Arabia,asia_west,903,32.1,2290000
1862,Senegal,africa_sub_saharan,611,25.2,1350000
1862,Serbia,europe_east,1820,35.5,3110000
1862,Seychelles,africa_sub_saharan,1010,37,14500
1862,Sierra Leone,africa_sub_saharan,901,25.1,1070000
1862,Singapore,east_asia_pacific,1120,34,72100
1862,Slovak Republic,europe_east,1920,36.4,2490000
1862,Slovenia,europe_east,1890,36.6,680000
1862,Solomon Islands,east_asia_pacific,422,25.1,66900
1862,Somalia,africa_sub_saharan,736,29.4,1300000
1862,South Africa,africa_sub_saharan,1130,33.5,2360000
1862,South Korea,east_asia_pacific,540,25.8,9670000
1862,South Sudan,africa_sub_saharan,623,26.7,1360000
1862,Spain,europe_west,1900,29.5,15700000
1862,Sri Lanka,asia_west,1190,32.6,2550000
1862,St. Lucia,america_north,1010,28,27900
1862,St. Vincent and the Grenadines,america_north,1120,26,32800
1862,Sudan,africa_sub_saharan,637,31.4,4750000
1862,Suriname,america_south,2180,32.9,111000
1862,Swaziland,africa_sub_saharan,601,32.3,86400
1862,Sweden,europe_west,1890,42.5,3880000
1862,Switzerland,europe_west,4970,38,2540000
1862,Syria,asia_west,1140,31.1,1540000
1862,Tajikistan,asia_west,711,24.2,685000
1862,Tanzania,africa_sub_saharan,631,32.2,3500000
1862,Thailand,east_asia_pacific,992,30.4,5580000
1862,Timor-Leste,east_asia_pacific,589,28.9,218000
1862,Togo,africa_sub_saharan,838,31.3,645000
1862,Tonga,east_asia_pacific,766,28.2,18800
1862,Trinidad and Tobago,america_north,1550,38.8,105000
1862,Tunisia,africa_north,878,28.8,1130000
1862,Turkey,europe_east,1530,35,11500000
1862,Turkmenistan,asia_west,1270,24,541000
1862,Uganda,africa_sub_saharan,570,25.3,2420000
1862,Ukraine,europe_east,1030,36.6,16600000
1862,United Arab Emirates,asia_west,1260,30.7,40300
1862,United Kingdom,europe_west,4930,42.5,25300000
1862,United States,america_north,3750,34.5,33700000
1862,Uruguay,america_south,4720,32.9,243000
1862,Uzbekistan,asia_west,573,26.9,2820000
1862,Vanuatu,east_asia_pacific,677,24.3,33100
1862,Venezuela,america_south,823,32.2,1540000
1862,Vietnam,east_asia_pacific,838,32,9560000
1862,Yemen,asia_west,1050,23.4,2810000
1862,Zambia,africa_sub_saharan,771,32.6,745000
1862,Zimbabwe,africa_sub_saharan,936,33.7,1460000
1863,Afghanistan,asia_west,699,27.6,4030000
1863,Albania,europe_east,738,35.4,569000
1863,Algeria,africa_north,1170,28.8,3610000
1863,Angola,africa_sub_saharan,814,27,2180000
1863,Antigua and Barbuda,america_north,1010,33.5,36200
1863,Argentina,america_south,2780,33.2,1530000
1863,Armenia,europe_east,608,34,612000
1863,Australia,east_asia_pacific,4520,34,1410000
1863,Austria,europe_west,3270,34.4,4330000
1863,Azerbaijan,europe_east,987,29.2,1310000
1863,Bahamas,america_north,1940,35.2,35200
1863,Bahrain,asia_west,1780,30.3,64600
1863,Bangladesh,asia_west,880,25.5,24000000
1863,Barbados,america_north,1220,32.1,153000
1863,Belarus,europe_east,789,36.2,3500000
1863,Belgium,europe_west,4450,41.3,4850000
1863,Belize,america_north,775,26.5,25700
1863,Benin,africa_sub_saharan,736,31,969000
1863,Bhutan,asia_west,687,28.8,112000
1863,Bolivia,america_south,1290,33,1480000
1863,Bosnia and Herzegovina,europe_east,787,35.1,1240000
1863,Botswana,africa_sub_saharan,490,33.6,121000
1863,Brazil,america_south,1310,32,8870000
1863,Brunei,east_asia_pacific,1750,29.2,5190
1863,Bulgaria,europe_east,1350,38.6,2570000
1863,Burkina Faso,africa_sub_saharan,505,29.2,2280000
1863,Burundi,africa_sub_saharan,443,31.5,1240000
1863,Cambodia,east_asia_pacific,966,35,2310000
1863,Cameroon,africa_sub_saharan,773,28.8,2100000
1863,Canada,america_north,2520,41.8,3420000
1863,Cape Verde,africa_sub_saharan,637,33.8,81900
1863,Central African Republic,africa_sub_saharan,523,30,590000
1863,Chad,africa_sub_saharan,516,30.9,1440000
1863,Chile,america_south,1640,32,1750000
1863,China,east_asia_pacific,1090,31,374000000
1863,Colombia,america_south,1080,32,2290000
1863,Comoros,africa_sub_saharan,742,32.1,79300
1863,"Congo, Dem. Rep.",africa_sub_saharan,629,31.6,6860000
1863,"Congo, Rep.",africa_sub_saharan,687,32.7,432000
1863,Costa Rica,america_north,1260,30.2,121000
1863,Cote d'Ivoire,africa_sub_saharan,1050,31.2,1460000
1863,Croatia,europe_east,1820,36.1,1790000
1863,Cuba,america_north,1790,35.2,1350000
1863,Cyprus,europe_west,1420,38.5,186000
1863,Czech Republic,europe_east,2580,35,6460000
1863,Denmark,europe_west,3270,47.6,1750000
1863,Djibouti,africa_north,918,29.9,31800
1863,Dominican Republic,america_north,845,29.9,206000
1863,Ecuador,america_south,698,32.9,949000
1863,Egypt,africa_north,967,33,6520000
1863,El Salvador,america_north,1400,28.7,446000
1863,Equatorial Guinea,africa_sub_saharan,387,29.8,92800
1863,Eritrea,africa_sub_saharan,595,30.2,363000
1863,Estonia,europe_east,1270,34.2,496000
1863,Ethiopia,africa_sub_saharan,532,29.7,5410000
1863,Fiji,east_asia_pacific,911,26.1,133000
1863,Finland,europe_east,1590,32.4,1760000
1863,France,europe_west,3340,41.7,37600000
1863,Gabon,africa_sub_saharan,394,30.6,227000
1863,Gambia,africa_sub_saharan,845,28.8,142000
1863,Georgia,europe_east,668,31.9,1590000
1863,Germany,europe_west,2680,38.4,37300000
1863,Ghana,africa_sub_saharan,731,28,1640000
1863,Greece,europe_west,1910,36.6,3430000
1863,Grenada,america_north,1150,37.3,34400
1863,Guatemala,america_north,1220,25.8,996000
1863,Guinea,africa_sub_saharan,493,30.1,1440000
1863,Guinea-Bissau,africa_sub_saharan,807,32,292000
1863,Guyana,america_south,1630,31.1,223000
1863,Haiti,america_north,984,29,1080000
1863,Honduras,america_north,1170,33.9,389000
1863,Hungary,europe_east,1750,36,5640000
1863,Iceland,europe_west,1480,35.1,81200
1863,India,asia_west,1060,25.4,208000000
1863,Indonesia,east_asia_pacific,1060,30,25000000
1863,Iran,asia_west,1060,25.6,8100000
1863,Iraq,asia_west,1160,31.2,1500000
1863,Ireland,europe_west,2680,39.4,4050000
1863,Israel,asia_west,888,32,236000
1863,Italy,europe_west,2510,29.7,26600000
1863,Jamaica,america_north,907,34.2,463000
1863,Japan,east_asia_pacific,1180,36.4,33600000
1863,Jordan,asia_west,1170,31.7,260000
1863,Kazakhstan,asia_west,1540,26.2,3030000
1863,Kenya,africa_sub_saharan,1040,25.5,2590000
1863,Kiribati,east_asia_pacific,582,24.9,21300
1863,Kuwait,asia_west,1390,26,81200
1863,Kyrgyz Republic,asia_west,743,23.9,787000
1863,Lao,east_asia_pacific,961,31.9,708000
1863,Latvia,europe_east,1020,34,876000
1863,Lebanon,asia_west,1470,29.7,447000
1863,Lesotho,africa_sub_saharan,407,32.8,382000
1863,Liberia,africa_sub_saharan,897,31.1,448000
1863,Libya,africa_north,1780,33.1,679000
1863,Lithuania,europe_east,1720,28.9,1160000
1863,Luxembourg,europe_west,2420,36.9,168000
1863,"Macedonia, FYR",europe_east,930,36.1,574000
1863,Madagascar,africa_sub_saharan,707,30.5,2260000
1863,Malawi,africa_sub_saharan,353,30.3,743000
1863,Malaysia,east_asia_pacific,1090,30.6,701000
1863,Maldives,asia_west,841,32.6,53700
1863,Mali,africa_sub_saharan,613,26.4,2090000
1863,Malta,europe_west,1160,28.7,177000
1863,Mauritania,africa_sub_saharan,651,32,458000
1863,Mauritius,africa_sub_saharan,1160,27.5,299000
1863,Mexico,america_north,1260,26.9,8680000
1863,"Micronesia, Fed. Sts.",east_asia_pacific,538,26.7,20400
1863,Moldova,europe_east,787,33.1,1060000
1863,Mongolia,east_asia_pacific,638,31.8,660000
1863,Montenegro,europe_east,1430,35.4,185000
1863,Morocco,africa_north,772,33.1,3600000
1863,Mozambique,africa_sub_saharan,405,30.3,3020000
1863,Myanmar,east_asia_pacific,848,30.8,4160000
1863,Namibia,africa_sub_saharan,1030,32.4,230000
1863,Nepal,asia_west,660,32.8,4600000
1863,Netherlands,europe_west,4750,38.3,3420000
1863,New Zealand,east_asia_pacific,4070,34,190000
1863,Nicaragua,america_north,1540,25.4,383000
1863,Niger,africa_sub_saharan,551,30.8,1570000
1863,Nigeria,africa_sub_saharan,1070,30.4,14600000
1863,North Korea,east_asia_pacific,543,26,4570000
1863,Norway,europe_west,2160,46.7,1630000
1863,Oman,asia_west,1100,32.3,360000
1863,Pakistan,asia_west,1030,25.8,15800000
1863,Palestine,asia_west,1230,32.1,187000
1863,Panama,america_north,1380,32.9,161000
1863,Papua New Guinea,east_asia_pacific,634,31.5,985000
1863,Paraguay,america_south,1430,35.5,373000
1863,Peru,america_south,1350,35.7,2390000
1863,Philippines,east_asia_pacific,1030,30.9,3940000
1863,Poland,europe_west,1540,35.9,15400000
1863,Portugal,europe_west,1630,35.6,4120000
1863,Qatar,asia_west,1390,30.8,14000
1863,Romania,europe_east,1470,35.7,8740000
1863,Russia,europe_east,1930,29.6,46200000
1863,Rwanda,africa_sub_saharan,467,31.8,1220000
1863,Samoa,east_asia_pacific,1630,25.4,42900
1863,Sao Tome and Principe,africa_sub_saharan,956,31,31400
1863,Saudi Arabia,asia_west,904,32.1,2300000
1863,Senegal,africa_sub_saharan,614,25.2,1360000
1863,Serbia,europe_east,1830,35.5,3140000
1863,Seychelles,africa_sub_saharan,1020,37,14500
1863,Sierra Leone,africa_sub_saharan,906,25.1,1080000
1863,Singapore,east_asia_pacific,1130,34,73700
1863,Slovak Republic,europe_east,1920,36.4,2500000
1863,Slovenia,europe_east,1900,36.6,686000
1863,Solomon Islands,east_asia_pacific,424,25.1,67100
1863,Somalia,africa_sub_saharan,737,29.4,1310000
1863,South Africa,africa_sub_saharan,1200,33.5,2390000
1863,South Korea,east_asia_pacific,540,25.8,9680000
1863,South Sudan,africa_sub_saharan,626,26.7,1370000
1863,Spain,europe_west,1940,29.5,15800000
1863,Sri Lanka,asia_west,1210,32.6,2570000
1863,St. Lucia,america_north,1010,28,28400
1863,St. Vincent and the Grenadines,america_north,1120,26,33100
1863,Sudan,africa_sub_saharan,640,31.4,4750000
1863,Suriname,america_south,2190,32.9,112000
1863,Swaziland,africa_sub_saharan,604,32.3,86400
1863,Sweden,europe_west,1970,45.4,3910000
1863,Switzerland,europe_west,4940,38,2550000
1863,Syria,asia_west,1140,31.1,1550000
1863,Tajikistan,asia_west,715,24.2,691000
1863,Tanzania,africa_sub_saharan,633,32.2,3510000
1863,Thailand,east_asia_pacific,993,30.4,5610000
1863,Timor-Leste,east_asia_pacific,590,28.9,221000
1863,Togo,africa_sub_saharan,842,31.3,651000
1863,Tonga,east_asia_pacific,769,28.2,18900
1863,Trinidad and Tobago,america_north,1560,38.8,108000
1863,Tunisia,africa_north,882,28.8,1140000
1863,Turkey,europe_east,1540,35,11600000
1863,Turkmenistan,asia_west,1280,24,546000
1863,Uganda,africa_sub_saharan,572,25.3,2420000
1863,Ukraine,europe_east,1030,36.6,16700000
1863,United Arab Emirates,asia_west,1260,30.7,40300
1863,United Kingdom,europe_west,5350,40.4,25600000
1863,United States,america_north,3990,34,34500000
1863,Uruguay,america_south,4830,32.9,254000
1863,Uzbekistan,asia_west,575,26.9,2840000
1863,Vanuatu,east_asia_pacific,679,24.3,33200
1863,Venezuela,america_south,827,32.2,1560000
1863,Vietnam,east_asia_pacific,838,32,9640000
1863,Yemen,asia_west,1050,23.4,2810000
1863,Zambia,africa_sub_saharan,772,32.6,745000
1863,Zimbabwe,africa_sub_saharan,937,33.7,1480000
1864,Afghanistan,asia_west,702,27.6,4050000
1864,Albania,europe_east,739,35.4,575000
1864,Algeria,africa_north,1180,28.8,3640000
1864,Angola,africa_sub_saharan,818,27,2200000
1864,Antigua and Barbuda,america_north,1020,33.5,36100
1864,Argentina,america_south,2820,33.2,1570000
1864,Armenia,europe_east,610,33.5,618000
1864,Australia,east_asia_pacific,4800,34,1460000
1864,Austria,europe_west,3300,34.4,4360000
1864,Azerbaijan,europe_east,993,28.6,1320000
1864,Bahamas,america_north,1950,35.2,35800
1864,Bahrain,asia_west,1800,30.3,64600
1864,Bangladesh,asia_west,880,25,24100000
1864,Barbados,america_north,1230,32.1,155000
1864,Belarus,europe_east,793,36.2,3530000
1864,Belgium,europe_west,4560,39.8,4890000
1864,Belize,america_north,781,26.5,25600
1864,Benin,africa_sub_saharan,740,31,979000
1864,Bhutan,asia_west,688,28.8,112000
1864,Bolivia,america_south,1300,33,1490000
1864,Bosnia and Herzegovina,europe_east,787,35.1,1250000
1864,Botswana,africa_sub_saharan,493,33.6,121000
1864,Brazil,america_south,1330,32,9020000
1864,Brunei,east_asia_pacific,1760,29.2,5320
1864,Bulgaria,europe_east,1360,38.6,2580000
1864,Burkina Faso,africa_sub_saharan,505,29.2,2290000
1864,Burundi,africa_sub_saharan,444,31.5,1250000
1864,Cambodia,east_asia_pacific,967,35,2320000
1864,Cameroon,africa_sub_saharan,777,28.8,2100000
1864,Canada,america_north,2560,41.9,3480000
1864,Cape Verde,africa_sub_saharan,640,33.8,82600
1864,Central African Republic,africa_sub_saharan,526,30,593000
1864,Chad,africa_sub_saharan,519,30.9,1440000
1864,Chile,america_south,1710,32,1780000
1864,China,east_asia_pacific,1100,31.7,372000000
1864,Colombia,america_south,1080,32,2320000
1864,Comoros,africa_sub_saharan,743,32.1,79900
1864,"Congo, Dem. Rep.",africa_sub_saharan,631,31.6,6900000
1864,"Congo, Rep.",africa_sub_saharan,689,32.7,435000
1864,Costa Rica,america_north,1270,30.2,124000
1864,Cote d'Ivoire,africa_sub_saharan,1050,31.2,1470000
1864,Croatia,europe_east,1820,36.1,1810000
1864,Cuba,america_north,1810,34.8,1360000
1864,Cyprus,europe_west,1440,38.5,186000
1864,Czech Republic,europe_east,2590,35,6480000
1864,Denmark,europe_west,3210,40.2,1770000
1864,Djibouti,africa_north,921,29.9,32000
1864,Dominican Republic,america_north,849,29.9,212000
1864,Ecuador,america_south,703,32.9,960000
1864,Egypt,africa_north,971,33,6590000
1864,El Salvador,america_north,1410,28.7,452000
1864,Equatorial Guinea,africa_sub_saharan,387,29.8,93100
1864,Eritrea,africa_sub_saharan,597,30.2,368000
1864,Estonia,europe_east,1280,32.6,501000
1864,Ethiopia,africa_sub_saharan,532,26,5480000
1864,Fiji,east_asia_pacific,914,26.1,132000
1864,Finland,europe_east,1610,39.6,1770000
1864,France,europe_west,3390,42,37700000
1864,Gabon,africa_sub_saharan,394,30.6,229000
1864,Gambia,africa_sub_saharan,845,28.8,143000
1864,Georgia,europe_east,671,31.4,1610000
1864,Germany,europe_west,2730,38.4,37600000
1864,Ghana,africa_sub_saharan,732,28,1640000
1864,Greece,europe_west,1920,36.6,3470000
1864,Grenada,america_north,1160,37.3,34700
1864,Guatemala,america_north,1230,25.8,1010000
1864,Guinea,africa_sub_saharan,494,30.2,1450000
1864,Guinea-Bissau,africa_sub_saharan,808,32,294000
1864,Guyana,america_south,1640,31.1,224000
1864,Haiti,america_north,994,29,1090000
1864,Honduras,america_north,1190,33.9,392000
1864,Hungary,europe_east,1760,36,5680000
1864,Iceland,europe_west,1500,34.8,81700
1864,India,asia_west,1060,25.3,208000000
1864,Indonesia,east_asia_pacific,1070,30,25300000
1864,Iran,asia_west,1060,25.6,8140000
1864,Iraq,asia_west,1160,31.2,1520000
1864,Ireland,europe_west,2710,39.6,4020000
1864,Israel,asia_west,888,32,238000
1864,Italy,europe_west,2470,29.7,26800000
1864,Jamaica,america_north,906,34.2,468000
1864,Japan,east_asia_pacific,1190,36.4,33700000
1864,Jordan,asia_west,1170,31.7,262000
1864,Kazakhstan,asia_west,1550,25.7,3060000
1864,Kenya,africa_sub_saharan,1040,25.5,2590000
1864,Kiribati,east_asia_pacific,583,24.9,21400
1864,Kuwait,asia_west,1390,26,81200
1864,Kyrgyz Republic,asia_west,750,23.4,794000
1864,Lao,east_asia_pacific,963,31.9,715000
1864,Latvia,europe_east,1020,34.3,884000
1864,Lebanon,asia_west,1480,29.7,449000
1864,Lesotho,africa_sub_saharan,407,32.8,385000
1864,Liberia,africa_sub_saharan,899,31.1,452000
1864,Libya,africa_north,1810,33.1,683000
1864,Lithuania,europe_east,1730,28.9,1170000
1864,Luxembourg,europe_west,2450,36.9,169000
1864,"Macedonia, FYR",europe_east,934,36.1,579000
1864,Madagascar,africa_sub_saharan,710,30.5,2270000
1864,Malawi,africa_sub_saharan,353,30.3,744000
1864,Malaysia,east_asia_pacific,1090,30.6,717000
1864,Maldives,asia_west,841,32.6,54000
1864,Mali,africa_sub_saharan,613,26.4,2110000
1864,Malta,europe_west,1170,28.7,179000
1864,Mauritania,africa_sub_saharan,654,32,460000
1864,Mauritius,africa_sub_saharan,1170,27.9,305000
1864,Mexico,america_north,1250,26.9,8770000
1864,"Micronesia, Fed. Sts.",east_asia_pacific,539,26.7,20500
1864,Moldova,europe_east,791,33.1,1070000
1864,Mongolia,east_asia_pacific,640,31.8,661000
1864,Montenegro,europe_east,1430,35.4,187000
1864,Morocco,africa_north,774,33.1,3630000
1864,Mozambique,africa_sub_saharan,405,30.3,3040000
1864,Myanmar,east_asia_pacific,848,30.8,4200000
1864,Namibia,africa_sub_saharan,1050,32.4,230000
1864,Nepal,asia_west,660,32.8,4620000
1864,Netherlands,europe_west,4940,37.6,3440000
